순번,검진기관명,일반,영유아,구강,위암,대장암,간암,유방암,자궁경부암,폐암
13680,이사랑치과의원,,,내원,,,,,,
13681,이사랑치과의원,,,내원,,,,,,
13682,한솔플란트치과의원,,,내원,,,,,,
13683,이엔미치과의원,,,내원,,,,,,
13684,두리치과의원,,,내원,,,,,,
13685,흰돌치과의원,,,내원,,,,,,
13686,이편한치과의원,,,내원,,,,,,
13687,에이스치과의원,,,내원,,,,,,
13688,민관식치과의원,,,내원,,,,,,
13689,미플러스치과의원,,,내원,,,,,,
13690,한앤강치과의원,,,내원,,,,,,
13691,백치과의원,,,내원,,,,,,
13692,이상현치과의원,,,내원,,,,,,
13693,동산부부치과의원,,,내원,,,,,,
13694,서울미치과의원,,,내원,,,,,,
13695,행복을주는치과의원,,,내원,,,,,,
13696,미소드림치과의원,,,내원,,,,,,
13697,원치과의원,,,내원,,,,,,
13698,우석치과의원,,,내원,,,,,,
13699,미소진치과의원,,,내원,,,,,,
13700,송천자이치과의원,,,내원,,,,,,
13701,나누리치과의원,,,내원,,,,,,
13702,(사)인구보건복지협회전북지회가족치과의원,,,내원+출장,,,,,,
13703,프라이덴치과의원,,,내원,,,,,,
13704,화이트치과의원,,,내원,,,,,,
13705,고산한결치과의원,,,내원,,,,,,
13706,고려치과의원,,,내원,,,,,,
13707,오에스티치과의원,,,내원,,,,,,
13708,예원치과의원,,,내원,,,,,,
13709,밝은미래치과의원,,,내원,,,,,,
13710,환희웃는치과의원,,,내원,,,,,,
13711,좋은사람편한치과의원,,,내원,,,,,,
13712,해맑은치과의원,,,내원,,,,,,
13713,탑플랜트치과의원,,,내원,,,,,,
13714,e-조은치과의원,,,내원,,,,,,
13715,진형치과의원,,,내원,,,,,,
13716,아중이편한치과의원,,,내원,,,,,,
13717,선한우리치과의원,,,내원,,,,,,
13718,(사)한국건강관리협회건강치과의원,,,내원,,,,,,
13719,위드치과의원,,,내원,,,,,,
13720,전주웰치과의원,,,내원,,,,,,
13721,아리수치과의원,,,내원,,,,,,
13722,미소준치과의원,,,내원,,,,,,
13723,하얀이치과의원,,,내원,,,,,,
13724,서울통합치과의원,,,내원,,,,,,
13725,이노탑치과의원,,,내원,,,,,,
13726,따뜻한정치과의원,,,내원,,,,,,
13727,큐치과의원,,,내원,,,,,,
13728,박앤박치과의원,,,내원,,,,,,
13729,스마트치과의원,,,내원,,,,,,
13730,우리가족이사랑치과의원,,,내원,,,,,,
13731,하얀미소치과의원,,,내원,,,,,,
13732,미소찬치과의원,,,내원,,,,,,
13733,조은치과의원,,,내원,,,,,,
13734,바른마음치과의원,,,내원,,,,,,
13735,제일부부치과의원,,,내원,,,,,,
13736,탑클래스치과의원,,,내원,,,,,,
13737,에코천그루치과의원,,,내원,,,,,,
13738,다올치과의원,,,내원,,,,,,
13739,서울준플란트치과의원,,,내원,,,,,,
13740,새봄치과의원,,,내원,,,,,,
13741,서울에코치과의원,,,내원,,,,,,
13742,더편한치과의원,,,내원,,,,,,
13743,미소담치과의원,,,내원,,,,,,
13744,부부치과의원,,,내원,,,,,,
13745,편한미소치과의원,,,내원,,,,,,
13746,스마일센텀치과의원,,,내원,,,,,,
13747,온유치과의원,,,내원,,,,,,
13748,김앤강치과의원,,,내원,,,,,,
13749,차플란트치과의원,,,내원,,,,,,
13750,전주베스트치과의원,,,내원,,,,,,
13751,혁신굿모닝치과의원,,,내원,,,,,,
13752,에코꾸러기소아치과의원,,,내원,,,,,,
13753,리더스엘치과의원,,,내원,,,,,,
13754,서울현대치과의원,,,내원,,,,,,
13755,해바라기치과의원,,,내원,,,,,,
13756,미소하나치과교정과치과의원,,,내원,,,,,,
13757,혁신꿈소아치과의원,,,내원,,,,,,
13758,호플란트치과의원,,,내원,,,,,,
13759,현대치과의원,,,내원,,,,,,
13760,삼봉이치과의원,,,내원,,,,,,
13761,아이브치과의원,,,내원,,,,,,
13762,자인치과의원,,,내원,,,,,,
13763,해성치과의원,,,내원,,,,,,
13764,완주군보건소,,,내원+출장,,,,,,
13765,원광대학교전주한방병원,내원,,,내원,내원,,,내원,
13766,청담한방병원,내원,,,,,,,,
13767,전북특별자치도군산의료원,내원,내원,내원,내원,내원,내원,내원,내원,내원
13768,의료법인오성의료재단동군산병원,내원+출장,,내원+출장,내원,내원+출장,내원,내원,내원,내원
13769,의료법인의인의료재단차병원,내원,,,내원,내원,내원,내원,,
13770,의료법인관주의료재단정다운병원,내원,,,내원,내원,내원,내원,내원,
13771,의료법인유진의료재단동서병원,내원,,,내원,내원,내원,내원,,
13772,의료법인성하의료재단누가병원,내원,,,내원,내원,내원,내원,내원,
13773,의료법인평화의료재단군산성신병원,내원,,,내원,내원,,,내원,
13774,키움병원,내원,내원,,,,,,,
13775,의료법인원광의료재단군산원광효도요양병원,내원,,,,,,,,
13776,에덴산부인과의원,,,,,,,,내원,
13777,군산우리들소아청소년과의원,,내원,,,,,,,
13778,진성호내과의원,내원,,,내원,,내원,,,
13779,김인숙산부인과의원,,,,,,,,내원,
13780,전종율소아청소년과의원,,내원,,,,,,,
13781,군산속편한내과의원,내원,,,내원,내원,내원,내원,,
13782,미래와여성산부인과의원,,,,,,,내원,내원,
13783,김진오내과의원,내원,,,내원,,내원,,,
13784,하늘산부인과의원,,,,,,,,내원,
13785,한양정형외과의원,내원,,,,,,,,
13786,엘소아청소년과의원,내원,내원,,,,,,,
13787,형근영내과의원,내원,,,내원,내원,내원,,,
13788,조이소아청소년과의원,,내원,,,,,,,
13789,은혜산부인과의원,,,,,,,,내원,
13790,심현섭소아과의원,,내원,,,,,,,
13791,군산중앙의원,내원,,,내원,내원,내원,내원,,
13792,안홍석웰빙내과의원,내원,,,내원,내원,내원,,,
13793,양지산부인과의원,,,,,,,,내원,
13794,세유외과의원,,,,,,,내원,,
13795,쑥쑥소아청소년과의원,,내원,,,,,,,
13796,지앤고연합내과의원,내원,,,내원,내원,내원,내원,내원,
13797,해맑은연합소아청소년과의원,,내원,,,,,,,
13798,미듬내과의원,내원,,,내원,내원,내원,내원,내원,
13799,김주완소아청소년과의원,,내원,,,,,,,
13800,박앤박내과외과의원,내원,,,내원,내원,내원,내원,,
13801,위앤장내과의원,내원,,,내원,내원,내원,,,
13802,군산휴내과의원,내원,,,내원,내원,내원,내원,,
13803,미즈아이산부인과의원,,,,,,,,내원,
13804,군산메디베베소아청소년과의원,,내원,,,,,,,
13805,유남진내과의원,내원,,,,,내원,,,
13806,군산척척연합의원,내원,,,,,내원,내원,,
13807,위드소아청소년과의원,,내원,,,,,,,
13808,천상열내과의원,내원,,,내원,내원,내원,내원,내원,
13809,군산바른내과의원,내원,,,내원,내원,내원,,,
13810,최재훈소아청소년과의원,,내원,,,,,,,
13811,조태희소아청소년과의원,,내원,,,,,,,
13812,연세내과의원,내원,,,,,,,,
13813,김수항내과의원,내원,,,내원,내원,내원,내원,내원,
13814,서울다나운연합의원,내원,,,내원,내원,내원,내원,,
13815,항장앤유외과의원,내원,,,내원,내원,,내원,,
13816,모세내과의원,내원,,,내원,내원,내원,내원,내원,
13817,김소희유외과의원,,,,,,,내원,,
13818,홍내과의원,내원,,,내원,내원,내원,,,
13819,장기석치과의원,,,내원,,,,,,
13820,박치과의원,,,내원,,,,,,
13821,김영재치과의원,,,내원,,,,,,
13822,대우치과의원,,,내원,,,,,,
13823,군산예치과의원,,,내원,,,,,,
13824,대야치과의원,,,내원,,,,,,
13825,채영석치과의원,,,내원,,,,,,
13826,홍익치과의원,,,내원,,,,,,
13827,홍기원치과의원,,,내원,,,,,,
13828,이근수치과의원,,,내원,,,,,,
13829,홍성남치과의원,,,내원,,,,,,
13830,한결치과의원,,,내원,,,,,,
13831,예인치과의원,,,내원,,,,,,
13832,우리치과의원,,,내원,,,,,,
13833,행복한치과의원,,,내원,,,,,,
13834,이상건치과의원,,,내원,,,,,,
13835,좋은사람좋은치과의원,,,내원,,,,,,
13836,바른이치과의원,,,내원,,,,,,
13837,슬기로운군산치과의원,,,내원,,,,,,
13838,미소담은치과의원,,,내원,,,,,,
13839,모아치과의원,,,내원,,,,,,
13840,미플러스치과의원,,,내원,,,,,,
13841,탑플란트치과의원,,,내원,,,,,,
13842,믿음치과의원,,,내원,,,,,,
13843,함께하는치과의원,,,내원,,,,,,
13844,에프엠치과의원,,,내원,,,,,,
13845,세종치과의원,,,내원+출장,,,,,,
13846,수송제일치과의원,,,내원,,,,,,
13847,닥터스치과의원,,,내원,,,,,,
13848,연세치과의원,,,내원,,,,,,
13849,군산어린이치과의원,,,내원,,,,,,
13850,노블치과의원,,,내원,,,,,,
13851,시민치과의원,,,내원,,,,,,
13852,이사랑치과의원,,,내원,,,,,,
13853,디오션치과의원,,,내원,,,,,,
13854,미소치과의원,,,내원,,,,,,
13855,이튼튼치과의원,,,내원,,,,,,
13856,가지런이치과교정과의원,,,내원,,,,,,
13857,친절한홍치과의원,,,내원,,,,,,
13858,예미담치과의원,,,내원,,,,,,
13859,하루애드림치과의원,,,내원,,,,,,
13860,소중한이치과의원,,,내원,,,,,,
13861,고운이치과의원,,,내원,,,,,,
13862,군산삼성치과의원,,,내원,,,,,,
13863,정담치과의원,,,내원,,,,,,
13864,춘추치과교정과치과의원,,,내원,,,,,,
13865,보듬치과의원,,,내원,,,,,,
13866,다인치과의원,,,내원,,,,,,
13867,영플란트치과의원,,,내원,,,,,,
13868,백플란트치과의원,,,내원,,,,,,
13869,라인플란트치과의원,,,내원,,,,,,
13870,이루다치과의원,,,내원,,,,,,
13871,군산사람사랑치과의원,,,내원,,,,,,
13872,두치과의원,,,내원,,,,,,
13873,선플란트치과의원,,,내원,,,,,,
13874,다온치과의원,,,내원,,,,,,
13875,서울클리어치과교정과치과의원,,,내원,,,,,,
13876,목포시의료원,내원,내원,내원,내원,내원,내원,내원,내원,내원
13877,목포한국병원,내원+출장,내원,내원+출장,내원,내원,내원,내원,내원,내원
13878,목포기독병원,내원+출장,내원,내원,내원,내원,내원,내원,내원,내원
13879,의료법인해민의료재단세안종합병원,내원,내원,내원,내원,내원,내원,내원,내원,
13880,의료법인목포구암의료재단목포중앙병원,내원+출장,내원,내원,내원,내원,내원,내원,내원,내원
13881,목포한사랑병원,내원,내원,,,,,내원,내원,
13882,목포장문외과병원,내원,,,내원,내원,,,,
13883,의료법인항운의료재단목포노동병원,내원,,,내원,내원,내원,,,
13884,목포미즈아이병원,내원,내원,,,,,내원,내원,
13885,제일내과병원,내원,,,내원,내원,내원,내원,,
13886,목포미래병원,내원,,,,,,,,
13887,목포아동병원,,내원,,,,,,,
13888,의료법인세양의료재단신안병원,내원,,,내원,내원,내원,,내원,
13889,목포예향병원,내원,내원,,내원,내원,내원,내원,내원,
13890,목포현대병원,내원,내원,,내원,내원,내원,내원,내원,
13891,솔튼병원,내원,내원,,내원,내원,내원,내원,,
13892,목포재활요양병원,내원,,,,,내원,,,
13893,정내과의원,내원,,,,,내원,,,
13894,박일종내과의원,내원,,,내원,내원,내원,내원,,
13895,목포복음내과의원,내원,,,내원,내원,내원,,,
13896,삼성미산부인과의원,,,,,,,,내원,
13897,박창현내과의원,내원,,,내원,내원,내원,내원,,
13898,김태균내과의원,내원,,,내원,,내원,,,
13899,기내과의원,내원,,,내원,내원,내원,내원,,
13900,이화산부인과의원,,,,,,,,내원,
13901,백강우내과의원,내원,,,내원,내원,내원,,,
13902,에덴산부인과의원,,,,,,,,내원,
13903,미래산부인과의원,,,,,,,,내원,
13904,21세기하나내과의원,내원,,,내원,내원,내원,내원,,
13905,김대식내과의원,내원,,,내원,내원,내원,,,
13906,정성내과의원,내원,,,내원,,내원,,,
13907,맑은샘내과의원,내원,,,내원,내원,내원,,,
13908,용해미래소아청소년과의원,,내원,,,,,,,
13909,목포항도외과의원,내원,,,내원,내원,내원,내원,,
13910,혜명내과의원,내원,,,내원,내원,내원,내원,,
13911,박석홍가정의학과의원,내원,,,내원,내원,내원,,,
13912,정성일산부인과의원,,,,,,,,내원,
13913,그린소아청소년과의원,,내원,,,,,,,
13914,다윗365내과재활의학과의원,내원,,,내원,내원,내원,내원,내원,
13915,목포더조은내과의원,내원,,,내원,내원,내원,내원,,
13916,미르치과병원,,,내원+출장,,,,,,
13917,예닮치과병원,,,내원+출장,,,,,,
13918,김한성치과의원,,,내원,,,,,,
13919,임치과의원,,,내원,,,,,,
13920,스마일치과의원,,,내원,,,,,,
13921,고광택치과의원,,,내원,,,,,,
13922,서울수치과의원,,,내원,,,,,,
13923,해바라기치과의원,,,내원+출장,,,,,,
13924,목포예치과의원,,,내원+출장,,,,,,
13925,사랑이꽃피는치과의원,,,내원,,,,,,
13926,최선치과의원,,,내원,,,,,,
13927,엄옥철치과의원,,,내원,,,,,,
13928,굿모닝치과의원,,,내원,,,,,,
13929,유앤아이치과의원,,,내원,,,,,,
13930,하당정석치과의원,,,내원,,,,,,
13931,이사랑치과의원,,,내원,,,,,,
13932,미소치과의원,,,내원,,,,,,
13933,상아치과의원,,,내원,,,,,,
13934,미치과의원,,,내원,,,,,,
13935,대성플러스치과의원,,,내원,,,,,,
13936,서강치과의원,,,내원,,,,,,
13937,목포기독치과의원,,,내원,,,,,,
13938,신세계치과의원,,,내원,,,,,,
13939,강동호치과의원,,,내원,,,,,,
13940,이편한치과의원,,,내원,,,,,,
13941,연수치과의원,,,내원,,,,,,
13942,느티나무치과의원,,,내원,,,,,,
13943,하이치과의원,,,내원+출장,,,,,,
13944,심미치과의원,,,내원,,,,,,
13945,목포명인치과의원,,,내원,,,,,,
13946,보스톤연합치과의원,,,내원,,,,,,
13947,확실한강치과의원,,,내원,,,,,,
13948,한결치과의원,,,내원,,,,,,
13949,정치과의원,,,내원,,,,,,
13950,황은경치과의원,,,내원,,,,,,
13951,유형치과의원,,,내원,,,,,,
13952,이튼치과의원,,,내원,,,,,,
13953,명인치과의원,,,내원,,,,,,
13954,현대윤치과의원,,,내원,,,,,,
13955,우리치과의원,,,내원,,,,,,
13956,정아나치과의원,,,내원,,,,,,
13957,베스트e치과의원,,,내원,,,,,,
13958,백세치과의원,,,내원,,,,,,
13959,공감치과의원,,,내원,,,,,,
13960,박성용치과의원,,,내원,,,,,,
13961,주플란트치과의원,,,내원,,,,,,
13962,유민기한마음치과의원,,,내원,,,,,,
13963,모두플란트치과의원,,,내원,,,,,,
13964,하당탑치과의원,,,내원,,,,,,
13965,동신대학교부속목포한방병원,내원,,,,,,,,
13966,여수전남병원,내원+출장,내원,내원+출장,내원,내원,내원,내원,내원,내원
13967,의료법인한마음의료재단여수제일병원,내원+출장,내원,내원+출장,내원,내원,내원,내원,내원,내원
13968,여천전남병원,내원+출장,내원,내원+출장,내원,내원,내원,내원,내원,내원
13969,사회복지법인여수애양병원,내원,,,내원,내원,내원,,,
13970,의료법인미나의료재단여수문화병원,내원,내원,,내원,내원,내원,내원,내원,
13971,씨에스나무병원,내원,내원,,,,,,,
13972,예울병원,,내원,,,,,내원,내원,
13973,여수한국병원,내원,,,내원,내원,내원,내원,내원,
13974,여수중앙병원,내원,내원,내원,내원,내원,내원,내원,내원,
13975,여수가온병원,내원,,,내원,내원,내원,내원,내원,
13976,의료법인주영의료재단동인요양병원,내원,,,,,,,,
13977,이건영소아청소년과의원,,내원,,,,,,,
13978,홍순갑소아청소년과의원,,내원,,,,,,,
13979,돌산성심의원,,내원,,,,,,,
13980,김진호내과의원,내원,,,내원,,내원,,,
13981,여수연합의원,내원,,,내원,내원,내원,내원,,
13982,여수산부인과의원,,,,,,,,내원,
13983,한사랑의원,내원,,,내원,내원,내원,,,
13984,박상진내과의원,내원,,,내원,,내원,,,
13985,안재수내과의원,내원,,,내원,,내원,,,
13986,참조은소아청소년과의원,,내원,,,,,,,
13987,모성환내과의원,내원,,,내원,내원,내원,,,
13988,윤철승내과의원,내원,,,내원,내원,내원,,,
13989,연세소아청소년과의원,,내원,,,,,,,
13990,무선제일의원,,내원,,,,,,,
13991,행복한의원,내원,,,,,,,,
13992,박영배내과의원,내원,,,내원,내원,내원,,,
13993,미즈산부인과의원,,,,,,,,내원,
13994,민소아청소년과의원,,내원,,,,,,,
13995,탑내과가정의학과의원,내원,,,내원,,내원,,내원,
13996,여도연합의원,,내원,,,,,,,
13997,신통은혜의원,,내원,,,,,,,
13998,편안마취통증의학과의원,내원,,,,,,,,
13999,밝은내과21의원,내원,,,내원,내원,내원,,,
14000,여수항장외과의원,내원,,,,내원,,,,
14001,여수속편한내과의원,내원,,,내원,내원,내원,,,
14002,여수드림내과의원,내원,,,내원,내원,내원,내원,,
14003,이화내과의원,내원,내원,,내원,내원,내원,내원,내원,
14004,소문난내과의원,내원,,,내원,내원,내원,,,
14005,장이편한내과의원,내원,,,내원,내원,내원,,,
14006,참조은연합의원,,내원,,,,,,,
14007,틔움가정의학과의원,내원,,,내원,내원,내원,,,
14008,365연합의원,내원,,,,,,,,
14009,서연합의원,내원,,,내원,내원,내원,,,
14010,속튼튼박내과의원,내원,,,내원,내원,내원,내원,내원,
14011,튼튼소아청소년과의원,,내원,,,,,,,
14012,갑앤유외과의원,,,,,,,내원,,
14013,강마리아산부인과의원,,,,,,,,내원,
14014,의료법인모아의료재단모아치과병원,,,내원+출장,,,,,,
14015,뉴욕치과의원,,,내원,,,,,,
14016,부부치과의원,,,내원,,,,,,
14017,여수연합치과의원,,,내원,,,,,,
14018,윤치과의원,,,내원,,,,,,
14019,e-편한치과의원,,,내원,,,,,,
14020,심재환치과의원,,,내원,,,,,,
14021,동백치과의원,,,내원,,,,,,
14022,김문홍치과의원,,,내원,,,,,,
14023,박치과의원,,,내원,,,,,,
14024,예치과의원,,,내원,,,,,,
14025,희망부부치과의원,,,내원,,,,,,
14026,이석진치과의원,,,내원,,,,,,
14027,예인치과의원,,,내원,,,,,,
14028,함께하는치과의원,,,내원+출장,,,,,,
14029,즐거운치과의원,,,내원,,,,,,
14030,스마일치과의원,,,내원,,,,,,
14031,문치과의원,,,내원,,,,,,
14032,이튼튼치과의원,,,내원,,,,,,
14033,연세치과의원,,,내원,,,,,,
14034,서울연합치과의원,,,내원,,,,,,
14035,예담치과의원,,,내원,,,,,,
14036,하얀나무치과의원,,,내원,,,,,,
14037,이미지치과의원,,,내원,,,,,,
14038,프라임치과의원,,,내원,,,,,,
14039,손치과의원,,,내원,,,,,,
14040,친구들치과의원,,,내원,,,,,,
14041,꼬마이치과의원,,,내원,,,,,,
14042,확실한강치과의원,,,내원,,,,,,
14043,보스턴치과의원,,,내원,,,,,,
14044,사랑치과의원,,,내원,,,,,,
14045,신세계치과의원,,,내원,,,,,,
14046,명치과의원,,,내원,,,,,,
14047,돌산이건치과의원,,,내원,,,,,,
14048,죽림치과의원,,,내원,,,,,,
14049,조은치과의원,,,내원,,,,,,
14050,탑치과의원,,,내원,,,,,,
14051,센트럴치과의원,,,내원,,,,,,
14052,예울치과의원,,,내원,,,,,,
14053,오케이송치과의원,,,내원,,,,,,
14054,여도치과의원,,,내원,,,,,,
14055,서울웅천치과의원,,,내원,,,,,,
14056,더편한치과의원,,,내원,,,,,,
14057,바른플란트치과의원,,,내원,,,,,,
14058,서지현치과의원,,,내원,,,,,,
14059,드림치과의원,,,내원,,,,,,
14060,여수시보건소,내원,,내원,,,,,,
14061,순천중앙병원,내원,내원,,내원,내원,내원,내원,,내원
14062,성가롤로병원,내원,내원,내원,내원,내원,내원,내원,내원,내원
14063,의료법인한국의료재단순천한국병원,내원,내원,내원,내원,내원,내원,내원,내원,내원
14064,의료법인청언의료재단순천제일병원,내원+출장,,,내원,내원,내원,내원,내원,내원
14065,근로복지공단순천병원,내원+출장,,내원+출장,내원,내원,내원,내원,내원,내원
14066,전라남도순천의료원,내원,내원,내원,내원,내원,내원,내원,내원,내원
14067,의료법인진의료재단순천평화병원,내원,,,내원,내원,내원,내원,,
14068,미즈여성아동병원,,내원,,,,,내원,내원,
14069,순천희망병원,내원,,,내원,내원,내원,내원,내원,
14070,의료법인내일의료재단현대여성아동병원,내원,내원,,,,,내원,내원,
14071,플러스아이미코병원,내원,내원,,,,,,,
14072,신대온누리병원,내원,,,내원,내원,내원,내원,,
14073,순천에스병원,내원,,,내원,내원,내원,내원,내원,
14074,순정병원,내원,,,내원,내원,내원,내원,,
14075,순천하나병원,내원,,,내원,내원,내원,,,
14076,메디팜요양병원,내원,,,,,,,,
14077,남순천의원,내원,,,내원,,내원,,,
14078,희망의원,,내원,,,,,,,
14079,나산부인과의원,,,,,,,,내원,
14080,손산부인과의원,,,,,,,,내원,
14081,세종의원,,내원,,,,,,,
14082,임종채내과의원,내원,,,내원,내원,내원,내원,,
14083,누가의원,,내원,,,,,,,
14084,한빛산부인과의원,,,,,,,,내원,
14085,미래로소아청소년과의원,,내원,,,,,,,
14086,드림내과의원,내원,,,내원,내원,내원,내원,내원,
14087,동순천내과의원,내원,,,내원,내원,내원,,,
14088,현소아과의원,,내원,,,,,,,
14089,한사랑의원,,내원,,,,,,,
14090,참조은우리내과의원,내원,,,내원,내원,내원,내원,,
14091,위앤장서내과의원,내원,내원,,내원,내원,내원,내원,내원,
14092,굿소아청소년과의원,,내원,,,,,,,
14093,아이튼튼연합소아청소년과의원,,내원,,,,,,,
14094,순천탑의원,내원,,,내원,내원,내원,,,
14095,최윤정이혜은산부인과의원,,,,,,,,내원,
14096,온내과의원,내원,,,내원,내원,내원,내원,,
14097,더힐연합의원,내원,내원,,,,,,,
14098,숨이편한내과의원,내원,,,내원,내원,내원,내원,내원,
14099,모두편한내과방사선과의원,내원,,,내원,내원,내원,내원,내원,
14100,플러스내과의원,내원,,,내원,내원,내원,내원,,
14101,순천365여성의원,,,,,,,내원,내원,
14102,최진수소아청소년과의원,,내원,,,,,,,
14103,라온소아청소년과의원,,내원,,,,,,,
14104,상아치과의원,,,내원,,,,,,
14105,손치과의원,,,내원,,,,,,
14106,모아치과의원,,,내원,,,,,,
14107,이광호치과의원,,,내원,,,,,,
14108,정건치과의원,,,내원,,,,,,
14109,순천사랑치과의원,,,내원,,,,,,
14110,별량치과의원,,,내원,,,,,,
14111,밀알치과의원,,,내원,,,,,,
14112,강승원치과의원,,,내원,,,,,,
14113,백형모치과의원,,,내원,,,,,,
14114,현대치과의원,,,내원,,,,,,
14115,즐거운치과의원,,,내원,,,,,,
14116,이백희치과의원,,,내원,,,,,,
14117,소망치과의원,,,내원,,,,,,
14118,김미정치과의원,,,내원,,,,,,
14119,치아림치과의원,,,내원,,,,,,
14120,박기정치과의원,,,내원,,,,,,
14121,박석환치과의원,,,내원,,,,,,
14122,프롬치과의원,,,내원,,,,,,
14123,옥플란트치과의원,,,내원,,,,,,
14124,순천드림치과의원,,,내원,,,,,,
14125,순천미르치과의원,,,내원,,,,,,
14126,에벤에셀치과의원,,,내원,,,,,,
14127,아이비치과의원,,,내원,,,,,,
14128,프라임치과의원,,,내원,,,,,,
14129,나래치과의원,,,내원,,,,,,
14130,흰돌치과의원,,,내원,,,,,,
14131,꼬마치과의원,,,내원,,,,,,
14132,대한치과의원,,,내원,,,,,,
14133,허브치과의원,,,내원,,,,,,
14134,이사랑치과의원,,,내원,,,,,,
14135,이조은치과의원,,,내원,,,,,,
14136,서울미치과의원,,,내원,,,,,,
14137,순천원치과의원,,,내원,,,,,,
14138,하나연치과의원,,,내원,,,,,,
14139,순천다인치과의원,,,내원,,,,,,
14140,서울순치과의원,,,내원,,,,,,
14141,사랑이가득한치과의원,,,내원,,,,,,
14142,순천탑치과의원,,,내원,,,,,,
14143,수부부치과의원,,,내원,,,,,,
14144,신대치과의원,,,내원,,,,,,
14145,미치과의원,,,내원,,,,,,
14146,한결치과의원,,,내원,,,,,,
14147,닥터송치과의원,,,내원,,,,,,
14148,파머스치과의원,,,내원,,,,,,
14149,정치과의원,,,내원,,,,,,
14150,서울바른이치과교정과치과의원,,,내원,,,,,,
14151,편한이치과의원,,,내원,,,,,,
14152,이바른치과의원,,,내원,,,,,,
14153,오천치과의원,,,내원,,,,,,
14154,가지런이치과의원,,,내원,,,,,,
14155,채움치과의원,,,내원,,,,,,
14156,연세치과의원,,,내원,,,,,,
14157,순천킴치과의원,,,내원,,,,,,
14158,아이틴주니어치과의원,,,내원,,,,,,
14159,연세플랜치과의원,,,내원,,,,,,
14160,이튼치과의원,,,내원,,,,,,
14161,새로이치과의원,,,내원,,,,,,
14162,새늘치과의원,,,내원,,,,,,
14163,스마일치과의원,,,내원,,,,,,
14164,순천스마트치과의원,,,내원,,,,,,
14165,강남더밝은치과의원,,,내원,,,,,,
14166,오천하나로치과의원,,,내원,,,,,,
14167,플러스치과의원,,,내원,,,,,,
14168,의료법인대송의료재단곡성사랑병원,내원,내원,,내원,내원,내원,내원,내원,
14169,성심의원,,내원,,,,,,,
14170,최성식재활의학과의원,내원,,,내원,,내원,,,
14171,박치과의원,,,내원,,,,,,
14172,김치과의원,,,내원,,,,,,
14173,보배치과의원,,,내원,,,,,,
14174,우리치과의원,,,내원,,,,,,
14175,옥과박치과의원,,,내원,,,,,,
14176,옥과치과의원,,,내원,,,,,,
14177,곡성군보건의료원,내원,내원,내원,,,,,,
14178,나주종합병원,내원,내원,내원,내원,내원,내원,내원,내원,내원
14179,빛가람종합병원,내원,,,내원,내원,내원,내원,내원,내원
14180,엔에이치미래아동병원,내원,내원,,,,,,,
14181,이상곤연합내과의원,내원,,,내원,내원,내원,,,
14182,박용선내과의원,내원,내원,,내원,내원,내원,내원,,
14183,참소아청소년과의원,,내원,,,,,,,
14184,우리산부인과의원,,,,,,,,내원,
14185,나주산부인과의원,,,,,,,,내원,
14186,남평연합의원,내원,,,내원,내원,내원,내원,,
14187,한가람내과의원,내원,,,내원,내원,내원,내원,내원,
14188,센트럴내과의원,내원,,,내원,내원,내원,내원,,
14189,연세애플소아청소년과의원,,내원,,,,,,,
14190,마리엠산부인과의원,,,,,,,,내원,
14191,나주한국의원,내원,,,,,,,,
14192,나주속편한내과의원,내원,,,내원,내원,내원,,,
14193,염영신치과의원,,,내원,,,,,,
14194,성심치과의원,,,내원,,,,,,
14195,나주모아치과의원,,,내원,,,,,,
14196,정용환치과의원,,,내원,,,,,,
14197,이튼튼치과의원,,,내원,,,,,,
14198,시엘행복한치과의원,,,내원,,,,,,
14199,중앙치과의원,,,내원,,,,,,
14200,튼튼치과의원,,,내원,,,,,,
14201,즐거운치과의원,,,내원,,,,,,
14202,중흥가족치과의원,,,내원,,,,,,
14203,서울훈치과의원,,,내원,,,,,,
14204,준치과의원,,,내원,,,,,,
14205,박지우플란트치과의원,,,내원,,,,,,
14206,산들치과의원,,,내원,,,,,,
14207,하나로치과의원,,,내원,,,,,,
14208,해와달치과의원,,,내원,,,,,,
14209,라스어린이치과의원,,,내원,,,,,,
14210,가지런이치과교정과치과의원,,,내원,,,,,,
14211,홍플란트치과의원,,,내원,,,,,,
14212,명문플란트치과의원,,,내원,,,,,,
14213,나주동신대학교한방병원,내원,,,내원,내원,내원,,,
14214,의료법인영성의료재단고흥종합병원,내원,내원,,내원,내원,내원,내원,내원,내원
14215,의료법인장호의료재단녹동현대병원,내원,내원,,내원,내원,내원,내원,내원,
14216,고흥윤호21병원,내원,내원,,내원,내원,내원,내원,내원,
14217,즐거운내과의원,내원,,,내원,내원,내원,,,
14218,손치과의원,,,내원,,,,,,
14219,유치과의원,,,내원,,,,,,
14220,정형주치과의원,,,내원,,,,,,
14221,김현철치과의원,,,내원,,,,,,
14222,동강치과의원,,,내원,,,,,,
14223,의료법인삼호의료재단삼호병원,내원,내원,,내원,내원,내원,내원,내원,
14224,아산사회복지재단보성아산병원,내원,내원,,내원,내원,내원,내원,내원,
14225,서병기내과의원,내원,,,내원,내원,내원,내원,내원,
14226,전남연합의원,내원,,,,,내원,,,
14227,벌교김내과의원,내원,,,내원,내원,내원,,,
14228,설광치과의원,,,내원,,,,,,
14229,보성치과의원,,,내원,,,,,,
